Nº,ADJUDICATARIO,CIF,LICITACIONES ADJUDICADAS,NOMBRE_LIMPIO,NOMBRE_CORREGIDO,MATCH_SCORE,NOMBRE_CORREGIDO_FINAL,STATUS_CORRECCIÓN,sospechoso
35,ECONOCOM PRODUCTS & SOLUTIONS SAU,A63319008,207,ECONOCOM PRODUCTS & SOLUTIONS SAU,ACCIONA AGUA SAU,85.5,ACCIONA AGUA SAU,Corregido,True
